Déjà traités : 2581
Restants     : 1990
Warm-up OK
building_id,mean_temp,std_temp,pct_above_18,pct_below_15
4321,15.904519265975264,6.848239696997112,44.58415162748538,45.47197657257737
43245,15.279017113409827,7.302498344321716,43.157164792708905,48.54821932735648
4325,16.432197795897793,6.891826861231911,47.78295366100159,42.46483045432896
4329,14.4839268786938,6.873464418913414,36.56179132081287,54.086395561328956
43328,15.234930608995205,7.3104738449918,42.9271590332939,48.69816779170685
4337,14.532125784940488,7.028620722542228,37.64628099173554,53.08209366391184
4345,17.140967183634928,6.862468861950508,52.35973730681779,38.45177225562955
4349,16.726109497171443,6.917721712096111,49.949210247251216,40.832728693419654
4353,12.325715936162647,6.617642316094602,25.649664244319748,65.73452304295833
43552,15.189151253408264,6.488054387370526,38.52575285735249,49.966575905303834
4361,11.528205805049216,6.623295095612651,22.483616598675056,70.44208423030722
4362,11.057716948124224,6.227270478813773,19.022433622036065,73.830990581665
43631,12.342569418733365,6.314985872187528,23.43189510163549,67.16251545305312
43635,9.621403028004499,5.038486590290134,9.645403006398858,84.55002811849285
43687,15.901434657203824,7.05125770863974,45.63187848060027,45.07600052940757
43726,15.88095878239427,7.074353825242921,45.62965769862322,45.086522672729565
43740,15.902486881057285,7.065113191932385,45.65808148994358,45.065254266625125
43818,15.894091091161773,7.057179642406033,45.654990062464506,45.04897785349233
43849,15.898409213092553,7.062121831908661,45.64507299270073,45.049270072992705
4387,8.711030923377935,6.157585719157367,14.544581783271331,81.73326933077323
4392,11.267203495283804,6.408347549870723,20.825250125335135,72.66168232447632
4393,11.54933221978136,7.400009450951745,26.426360017691287,68.18181818181817
4397,14.163159631160509,7.164756478786341,35.48250734731672,55.342405088771685
4401,13.39610990358565,7.146276735853519,32.82003477762042,59.09147948299661
4404,14.257209176574866,7.182067808052449,36.66865604834197,54.74281025028909
4408,15.809999171472917,6.4836278682397515,43.60575080662109,43.74173290643195
441,12.979455170438483,6.946006766535702,29.614009351792426,62.46218025121482
442,13.479781756806366,6.896162635742986,31.489953689871523,58.96885270391395
44248,15.446771356767366,7.1366558535595646,43.69939946218342,47.4482549798499
44250,14.538237502604394,6.648924527082593,37.236203027806965,52.37736813701821
44282,14.369255268121565,7.190437179313073,37.3361114654647,53.96521665178382
44284,10.555651144237384,6.5965632704764925,18.868253979340256,76.16726150149815
443,13.612880629805822,6.564809095733175,30.953085477019997,59.54851333937861
44309,12.038350768950023,6.664128468068204,24.048839650621197,68.74038138141199
44333,15.329542268637853,6.9362806862531,42.16421417983297,48.387143425286524
44342,12.170832704238773,7.033669535752727,26.05638304673017,67.2782288137399
44374,9.993010362132615,6.1398384305540175,15.452518332911888,79.34070481138365
44375,13.315510015853413,6.3972560332713355,28.350959511721257,61.77532579409447
444,12.754869947975184,6.639543991997589,27.53972581771566,63.64358216380144
44429,13.23626969624701,6.358249933612167,27.494568881564163,62.87549629185707
44434,11.649167493083858,6.498468497167757,22.513172600989943,69.46351588695514
445,13.236493087389007,6.7300446376772785,29.657069254384687,61.283980747068
44564,14.91350923480622,7.068251178518463,39.8671096345515,50.91310538371061
44568,13.563798782597441,7.262616729640282,35.33249512419685,54.92777871278797
44570,17.50019541187887,6.804906757890356,54.95679809315721,36.20717052338862
446,13.103089827858007,6.686070950487606,29.18487993683927,61.89077814792706
44643,12.107350814964002,7.135925081747961,26.982696836285452,67.80997235589228
44646,14.092612026845565,6.731396257627176,36.126041792487015,52.73885734992149
4465,14.803084079475722,7.166643122926197,38.88365668361901,52.804985245181136
44659,16.31399262116049,6.860323232454365,47.580402288830065,42.6706715909271
44660,13.89937305512778,7.561109967174103,35.45180832154388,57.78648383937316
4468,19.093214934668854,6.155367444525388,67.09368144516968,24.578176204533758
44689,15.28530739391947,7.264170763475,42.94646228196028,48.34705127237031
4469,12.103405207718998,7.069853354842704,25.9933979144814,67.22403899549577
44698,14.4262218820437,7.519454402022792,38.65347234493727,54.16946456971197
447,11.969457636882964,6.52054907680032,23.10383327130629,68.3538022577844
44730,15.29287248832809,7.224092423448749,42.75712143928036,48.53373313343328
44732,14.452642835025308,7.523285618733296,38.80115816399034,54.08643598124201
4474,14.900704823683167,6.806734330713697,39.08437822197094,51.10752652409618
4475,16.04377683554913,6.935484501835871,45.86577137667056,44.569871545348384
4479,13.337349161173309,6.768494340439009,30.073494707032566,60.21980985773043
44799,15.209167270516769,7.299873910876772,42.60442778317262,48.8117552298578
4480,13.570854021831874,6.908619523404039,32.37092251931888,59.46385830540929
44807,13.541453426995709,7.331881777386163,33.74217141665871,58.94478079966644
4483,15.530156425315752,7.114652312187656,44.6543698019127,46.30412341014004
4484,12.36958371254129,6.699960299396559,25.105735298079257,66.77487136661189
44843,15.244564161105298,7.283524514495255,42.776314799488375,48.54563238281544
44848,14.434707752017808,7.5176166255994366,38.69086655204807,54.11120367252167
4485,14.356587626759914,7.244687159687039,36.895098870626875,55.03237356809218
44871,15.313655556435855,6.886283124277012,44.106463878327,46.17260922591291
44874,15.358373760840527,6.3950448402494295,39.475265931423934,46.228037069652366
4489,15.97878768155036,6.625402366280935,46.61247812894509,42.38555070762553
44894,15.322890780365755,6.897685579384298,44.09797702624046,46.199351412993124
44897,14.119178808408797,7.06915156925207,35.772300993636264,54.0680473372781
44906,15.31774454769501,6.858642813322843,44.213307310571345,45.91510073903057
44907,14.06392328784454,7.188473087707766,35.70151172213373,54.32838740324699
44928,14.512539926951762,6.816848343169032,36.766528781737904,52.226354127494815
44932,14.366759595882929,7.032891746823294,39.594460575211194,51.49896643605645
44946,15.306035252606401,6.872064099900985,44.05323049088226,46.16840451364091
44947,15.32766986485913,6.401209448348541,39.36983701719134,46.4207970529136
44959,15.328618531217709,6.867081026511068,44.28749777064384,45.87717733785149
44962,16.03020279987552,6.67231089260885,45.071912896982866,43.06559180206897
45000,14.556377415487066,6.85707382212298,36.81546249424758,52.27098411635917
45001,14.416479894485315,7.079095455019328,39.93409978152645,51.34367202702864
45022,14.60913846907308,6.841097407669423,37.097878165639976,51.93814692201316
45024,14.354136058847514,7.045512364038191,39.37587908551267,51.764130927122324
45034,14.301133023696865,7.333210042262736,38.71891589829561,53.50796311818944
45036,14.572141022939421,6.7356901520574946,38.08496693082286,51.61890007745933
45065,12.802730881502699,6.39922556983297,26.858423249283558,63.61817937029984
45071,12.389541950043638,6.566195385741073,24.95287887627339,66.91648341785218
45073,15.451242338057904,7.385124074420658,43.63347610568362,49.00139563982867
45087,16.4992375213522,7.615864625512672,51.90615226358828,41.27658690163236
45089,12.933316867339958,6.387028554156257,28.600524320315845,61.60868157463209
45094,12.256561047670312,6.2293025070916155,22.631487717908083,68.9295265451664
45199,12.920482816924798,6.490572754278755,29.060124395300623,61.32437017025821
45200,12.33880666030671,6.227976488371485,22.83376303105033,68.45271456862085
45202,15.189375760163335,7.371743579086001,43.74374269981645,47.754672117470385
45274,16.88054056730365,6.9550092272745925,51.34819767258507,39.206534422403735
45291,17.462099062238607,6.988642037425036,54.66050857355205,36.70435844348888
45294,17.442066725494087,6.999974467039537,54.61548985970931,36.72500710399192
